TIMEPOINT,date,zone_demand_mw
2021-06-01 00:00,Wind,0.8467223819121923
2021-06-01 02:00,Wind,0.5913022148551749
2021-06-01 04:00,Wind,0.6439980767392457
2021-06-01 06:00,Wind,0.9678687175919902
2021-06-01 08:00,Wind,0.30616703796847267
2021-06-01 10:00,Wind,0.5678685815898684
2021-06-01 12:00,Wind,0.9715342003244897
2021-06-01 14:00,Wind,0.5272973779632516
2021-06-01 16:00,Wind,0.6561413059262308
2021-06-01 18:00,Wind,0.9532635660358657
2021-06-01 20:00,Wind,0.3917598913456589
2021-06-01 22:00,Wind,0.8721435830154938
2021-06-02 00:00,Wind,0.8006897437512152
2021-06-02 02:00,Wind,0.6199369694705724
2021-06-02 04:00,Wind,0.6934144450139391
2021-06-02 06:00,Wind,0.927832227292467
2021-06-02 08:00,Wind,0.426942371007886
2021-06-02 10:00,Wind,0.9961190918838934
2021-06-02 12:00,Wind,0.6820233542479511
2021-06-02 14:00,Wind,0.12260041966528668
2021-06-02 16:00,Wind,0.2532530695895848
2021-06-02 18:00,Wind,0.9894061698863901
2021-06-02 20:00,Wind,0.6258476339809974
2021-06-02 22:00,Wind,0.13983276203332762
2021-06-03 00:00,Wind,0.5155867152168688
2021-06-03 02:00,Wind,0.12217076150462591
2021-06-03 04:00,Wind,0.2096396228160332
2021-06-03 06:00,Wind,0.5387628301516587
2021-06-03 08:00,Wind,0.0766044184456216
2021-06-03 10:00,Wind,0.744805896412272
2021-06-03 12:00,Wind,0.14053460664798445
2021-06-03 14:00,Wind,0.8443648258911599
2021-06-03 16:00,Wind,0.7113420881170005
2021-06-03 18:00,Wind,0.20971405543132005
2021-06-03 20:00,Wind,0.2893825543527727
2021-06-03 22:00,Wind,0.0008821092933873897
2021-06-04 00:00,Wind,0.5053578677674379
2021-06-04 02:00,Wind,0.08105613294801639
2021-06-04 04:00,Wind,0.5485489727117799
2021-06-04 06:00,Wind,0.7061226659308601
2021-06-04 08:00,Wind,0.34954952110855386
2021-06-04 10:00,Wind,0.6900374842991996
2021-06-04 12:00,Wind,0.4590743760437753
2021-06-04 14:00,Wind,0.08243188674675694
2021-06-04 16:00,Wind,0.12388094653538384
2021-06-04 18:00,Wind,0.34974741766508544
2021-06-04 20:00,Wind,0.2509185588831654
2021-06-04 22:00,Wind,0.5805263814924236
2021-06-05 00:00,Wind,0.7158704816278305
2021-06-05 02:00,Wind,0.614546873295223
2021-06-05 04:00,Wind,0.3105749764078889
2021-06-05 06:00,Wind,0.20845698820698455
2021-06-05 08:00,Wind,0.2537018057934186
2021-06-05 10:00,Wind,0.8563225046076691
2021-06-05 12:00,Wind,0.540416145150649
2021-06-05 14:00,Wind,0.41100756246131687
2021-06-05 16:00,Wind,0.8580363265177945
2021-06-05 18:00,Wind,0.36693734458915317
2021-06-05 20:00,Wind,0.8736095736665666
2021-06-05 22:00,Wind,0.909074422940832
2021-06-06 00:00,Wind,0.3821268006082579
2021-06-06 02:00,Wind,0.020385153353229546
2021-06-06 04:00,Wind,0.05284132225698002
2021-06-06 06:00,Wind,0.6161396767056515
2021-06-06 08:00,Wind,0.03844239165855745
2021-06-06 10:00,Wind,0.32768687322257306
2021-06-06 12:00,Wind,0.9151810975715544
2021-06-06 14:00,Wind,0.261786455329861
2021-06-06 16:00,Wind,0.8860636271268664
2021-06-06 18:00,Wind,0.05559974308712323
2021-06-06 20:00,Wind,0.8644954470627002
2021-06-06 22:00,Wind,0.22556223494397154
2021-06-07 00:00,Wind,0.8452636509450578
2021-06-07 02:00,Wind,0.437205081178633
2021-06-07 04:00,Wind,0.04500124824938734
2021-06-07 06:00,Wind,0.2616517206801371
2021-06-07 08:00,Wind,0.12243289065122642
2021-06-07 10:00,Wind,0.06015889882198
2021-06-07 12:00,Wind,0.006668462117924934
2021-06-07 14:00,Wind,0.15375647893488475
2021-06-07 16:00,Wind,0.4140974192870662
2021-06-07 18:00,Wind,0.7386713958728782
2021-06-07 20:00,Wind,0.5840853271324423
2021-06-07 22:00,Wind,0.29009657030268143
2021-06-08 00:00,Wind,0.11827780004048827
2021-06-08 02:00,Wind,0.5045664687350576
2021-06-08 04:00,Wind,0.800136421458475
2021-06-08 06:00,Wind,0.8017430697770943
2021-06-08 08:00,Wind,0.45689886098622023
2021-06-08 10:00,Wind,0.6889047061775626
2021-06-08 12:00,Wind,0.476600181956803
2021-06-08 14:00,Wind,0.03256240969626445
2021-06-08 16:00,Wind,0.38512982393237605
2021-06-08 18:00,Wind,0.4409864652890526
2021-06-08 20:00,Wind,0.8170112392662393
2021-06-08 22:00,Wind,0.9032269718201759
2021-06-09 00:00,Wind,0.9406476848878512
2021-06-09 02:00,Wind,0.03351788418710966
2021-06-09 04:00,Wind,0.1250170858360231
2021-06-09 06:00,Wind,0.3718514779180737
2021-06-09 08:00,Wind,0.4433637288039216
2021-06-09 10:00,Wind,0.5012374995273664
2021-06-09 12:00,Wind,0.8110637459736717
2021-06-09 14:00,Wind,0.7449666158382087
2021-06-09 16:00,Wind,0.1731785310645556
2021-06-09 18:00,Wind,0.001694655430149572
2021-06-09 20:00,Wind,0.6295225297802016
2021-06-09 22:00,Wind,0.2883039586922368
2021-06-10 00:00,Wind,0.8034006982628824
2021-06-10 02:00,Wind,0.684383848454053
2021-06-10 04:00,Wind,0.9800224781887481
2021-06-10 06:00,Wind,0.08354937448444588
2021-06-10 08:00,Wind,0.854620444784012
2021-06-10 10:00,Wind,0.733971357372325
2021-06-10 12:00,Wind,0.16816658146794017
2021-06-10 14:00,Wind,0.7818866257898035
2021-06-10 16:00,Wind,0.2181811532006357
2021-06-10 18:00,Wind,0.42870414913106225
2021-06-10 20:00,Wind,0.6504400995282265
2021-06-10 22:00,Wind,0.09103614993838094
2021-06-11 00:00,Wind,0.17015080282315553
2021-06-11 02:00,Wind,0.7263504676938849
2021-06-11 04:00,Wind,0.3183597179806935
2021-06-11 06:00,Wind,0.2394018433814038
2021-06-11 08:00,Wind,0.9593216182488215
2021-06-11 10:00,Wind,0.8738535414823413
2021-06-11 12:00,Wind,0.71378504917415
2021-06-11 14:00,Wind,0.9629154898691071
2021-06-11 16:00,Wind,0.7193899530396234
2021-06-11 18:00,Wind,0.8408072039873395
2021-06-11 20:00,Wind,0.7802495650371161
2021-06-11 22:00,Wind,0.12029673517139827
2021-06-12 00:00,Wind,0.9042231296312827
2021-06-12 02:00,Wind,0.49618638574927176
2021-06-12 04:00,Wind,0.6108168037721347
2021-06-12 06:00,Wind,0.5987487798497629
2021-06-12 08:00,Wind,0.7999241878819572
2021-06-12 10:00,Wind,0.6098748131311127
2021-06-12 12:00,Wind,0.18341194918935855
2021-06-12 14:00,Wind,0.4400628720140959
2021-06-12 16:00,Wind,0.5879156821951484
2021-06-12 18:00,Wind,0.6739896456490414
2021-06-12 20:00,Wind,0.17304737955637095
2021-06-12 22:00,Wind,0.2903325232254149
2021-06-13 00:00,Wind,0.1367770777977768
2021-06-13 02:00,Wind,0.03731750459332961
2021-06-13 04:00,Wind,0.8023327294301292
2021-06-13 06:00,Wind,0.2414229935344664
2021-06-13 08:00,Wind,0.3027906622593418
2021-06-13 10:00,Wind,0.5489096727671152
2021-06-13 12:00,Wind,0.26961860973352136
2021-06-13 14:00,Wind,0.1024657262952966
2021-06-13 16:00,Wind,0.7595898510865424
2021-06-13 18:00,Wind,0.1076635303677812
2021-06-13 20:00,Wind,0.3839844007625962
2021-06-13 22:00,Wind,0.1082696251939308
2021-06-14 00:00,Wind,0.5927205296428407
2021-06-14 02:00,Wind,0.3277005513810516
2021-06-14 04:00,Wind,0.6701058753439151
2021-06-14 06:00,Wind,0.39802946147732665
2021-06-14 08:00,Wind,0.6312703910268171
2021-06-14 10:00,Wind,0.801799061573825
2021-06-14 12:00,Wind,0.11699143514039345
2021-06-14 14:00,Wind,0.3721518623957679
2021-06-14 16:00,Wind,0.8064039782697563
2021-06-14 18:00,Wind,0.36160869182007627
2021-06-14 20:00,Wind,0.15241596470082008
2021-06-14 22:00,Wind,0.06706616934521037
2021-06-15 00:00,Wind,0.7054544167603136
2021-06-15 02:00,Wind,0.6186630647929995
2021-06-15 04:00,Wind,0.8347701870363945
2021-06-15 06:00,Wind,0.11214581999821904
2021-06-15 08:00,Wind,0.05925717723373358
2021-06-15 10:00,Wind,0.6888215471402241
2021-06-15 12:00,Wind,0.00565799368792852
2021-06-15 14:00,Wind,0.7034973070390222
2021-06-15 16:00,Wind,0.4113964531778319
2021-06-15 18:00,Wind,0.5972618775609063
2021-06-15 20:00,Wind,0.5940497516852974
2021-06-15 22:00,Wind,0.16668165297593995
2021-06-16 00:00,Wind,0.2721680762517702
2021-06-16 02:00,Wind,0.9329938796022065
2021-06-16 04:00,Wind,0.41356752459561863
2021-06-16 06:00,Wind,0.6405179250846417
2021-06-16 08:00,Wind,0.9780681208148583
2021-06-16 10:00,Wind,0.03042463394253969
2021-06-16 12:00,Wind,0.6247265128447347
2021-06-16 14:00,Wind,0.7162676857582677
2021-06-16 16:00,Wind,0.538533601344602
2021-06-16 18:00,Wind,0.7980933198015562
2021-06-16 20:00,Wind,0.08799817626344864
2021-06-16 22:00,Wind,0.9988143933220591
2021-06-17 00:00,Wind,0.3585195404233432
2021-06-17 02:00,Wind,0.9242253573551649
2021-06-17 04:00,Wind,0.7545720997340776
2021-06-17 06:00,Wind,0.9815401011626953
2021-06-17 08:00,Wind,0.3890841152082076
2021-06-17 10:00,Wind,0.6540340633767369
2021-06-17 12:00,Wind,0.10889136748312722
2021-06-17 14:00,Wind,0.6636256037235381
2021-06-17 16:00,Wind,0.537490237501804
2021-06-17 18:00,Wind,0.7884878172277496
2021-06-17 20:00,Wind,0.019668759065256558
2021-06-17 22:00,Wind,0.09141050073967416
2021-06-18 00:00,Wind,0.18484171029761431
2021-06-18 02:00,Wind,0.5792583257366801
2021-06-18 04:00,Wind,0.7095511720840558
2021-06-18 06:00,Wind,0.606949269293844
2021-06-18 08:00,Wind,0.6333334057339461
2021-06-18 10:00,Wind,0.7861299018944968
2021-06-18 12:00,Wind,0.4771974526171704
2021-06-18 14:00,Wind,0.42145300779651484
2021-06-18 16:00,Wind,0.3511723562746609
2021-06-18 18:00,Wind,0.3050285963605769
2021-06-18 20:00,Wind,0.10103668508723551
2021-06-18 22:00,Wind,0.08969784391628921
2021-06-19 00:00,Wind,0.8073327679185266
2021-06-19 02:00,Wind,0.20604406790053897
2021-06-19 04:00,Wind,0.349577211315536
2021-06-19 06:00,Wind,0.39152189526332826
2021-06-19 08:00,Wind,0.35048687174720206
2021-06-19 10:00,Wind,0.8264202596356465
2021-06-19 12:00,Wind,0.8838135608269779
2021-06-19 14:00,Wind,0.03202067410004661
2021-06-19 16:00,Wind,0.5534298419098695
2021-06-19 18:00,Wind,0.9863972709601699
2021-06-19 20:00,Wind,0.3321861169386857
2021-06-19 22:00,Wind,0.43080380599839185
2021-06-20 00:00,Wind,0.5272426439182419
2021-06-20 02:00,Wind,0.5592787158981207
2021-06-20 04:00,Wind,0.17691511744251776
2021-06-20 06:00,Wind,0.6434444025384293
2021-06-20 08:00,Wind,0.9540152756395344
2021-06-20 10:00,Wind,0.27633922484044426
2021-06-20 12:00,Wind,0.9821915239187727
2021-06-20 14:00,Wind,0.5809589074142002
2021-06-20 16:00,Wind,0.8563906125076358
2021-06-20 18:00,Wind,0.15325941403411159
2021-06-20 20:00,Wind,0.5294192015763513
2021-06-20 22:00,Wind,0.49695829693636273
2021-06-21 00:00,Wind,0.06376966253045913
2021-06-21 02:00,Wind,0.05671990475065414
2021-06-21 04:00,Wind,0.6418896191251826
2021-06-21 06:00,Wind,0.05072411268326249
2021-06-21 08:00,Wind,0.4859782476361456
2021-06-21 10:00,Wind,0.5966468552102921
2021-06-21 12:00,Wind,0.9505672836903251
2021-06-21 14:00,Wind,0.38611650835368194
2021-06-21 16:00,Wind,0.17085221056007294
2021-06-21 18:00,Wind,0.3045391892937669
2021-06-21 20:00,Wind,0.9059755638698535
2021-06-21 22:00,Wind,0.9890733373661396
2021-06-22 00:00,Wind,0.9796490883760706
2021-06-22 02:00,Wind,0.10206908365193301
2021-06-22 04:00,Wind,0.20224384949235952
2021-06-22 06:00,Wind,0.4218501522789846
2021-06-22 08:00,Wind,0.38630129668325297
2021-06-22 10:00,Wind,0.8155013522200083
2021-06-22 12:00,Wind,0.3306841193282676
2021-06-22 14:00,Wind,0.6699678959332517
2021-06-22 16:00,Wind,0.4740715561988198
2021-06-22 18:00,Wind,0.9106943254177073
