TIMEPOINT,date,zone_demand_mw
2021-06-01 00:00,Wind,0.9968491728159655
2021-06-01 02:00,Wind,0.12324997637027879
2021-06-01 04:00,Wind,0.3908628176664741
2021-06-01 06:00,Wind,0.3530836524788602
2021-06-01 08:00,Wind,0.9399235811692265
2021-06-01 10:00,Wind,0.0826662676226011
2021-06-01 12:00,Wind,0.5350799523563262
2021-06-01 14:00,Wind,0.11784631333969842
2021-06-01 16:00,Wind,0.9436461289089574
2021-06-01 18:00,Wind,0.5296875139184836
2021-06-01 20:00,Wind,0.002389524986043279
2021-06-01 22:00,Wind,0.14369836536978653
2021-06-02 00:00,Wind,0.8775037183455635
2021-06-02 02:00,Wind,0.9975585741399483
2021-06-02 04:00,Wind,0.04115808045966807
2021-06-02 06:00,Wind,0.858105892474654
2021-06-02 08:00,Wind,0.20612968372004914
2021-06-02 10:00,Wind,0.4414666279467133
2021-06-02 12:00,Wind,0.359692536142317
2021-06-02 14:00,Wind,0.9723525809851075
2021-06-02 16:00,Wind,0.7198006343771083
2021-06-02 18:00,Wind,0.8848299015941051
2021-06-02 20:00,Wind,0.8310585325600623
2021-06-02 22:00,Wind,0.41816933285079927
2021-06-03 00:00,Wind,0.27709798775405714
2021-06-03 02:00,Wind,0.2819634435006202
2021-06-03 04:00,Wind,0.1674788786270648
2021-06-03 06:00,Wind,0.651660259476762
2021-06-03 08:00,Wind,0.5411810451530032
2021-06-03 10:00,Wind,0.18664339241853933
2021-06-03 12:00,Wind,0.7141033667813803
2021-06-03 14:00,Wind,0.3620806387651534
2021-06-03 16:00,Wind,0.40964994565986446
2021-06-03 18:00,Wind,0.4336441867842481
2021-06-03 20:00,Wind,0.10619160063801836
2021-06-03 22:00,Wind,0.02914101577128214
2021-06-04 00:00,Wind,0.12214569998515723
2021-06-04 02:00,Wind,0.293490727901456
2021-06-04 04:00,Wind,0.5783154610191791
2021-06-04 06:00,Wind,0.0520685669117289
2021-06-04 08:00,Wind,0.1283755572222246
2021-06-04 10:00,Wind,0.1972406153622014
2021-06-04 12:00,Wind,0.7974925845928214
2021-06-04 14:00,Wind,0.691347190997112
2021-06-04 16:00,Wind,0.7324968981655525
2021-06-04 18:00,Wind,0.4592290577338036
2021-06-04 20:00,Wind,0.9467028982515907
2021-06-04 22:00,Wind,0.48565112652553355
2021-06-05 00:00,Wind,0.12976103883475754
2021-06-05 02:00,Wind,0.48531888739541573
2021-06-05 04:00,Wind,0.8171612636891571
2021-06-05 06:00,Wind,0.07316038498797106
2021-06-05 08:00,Wind,0.8013508800503738
2021-06-05 10:00,Wind,0.9998097984373143
2021-06-05 12:00,Wind,0.8893098834373695
2021-06-05 14:00,Wind,0.1889185114963957
2021-06-05 16:00,Wind,0.8038932556035019
2021-06-05 18:00,Wind,0.10496690662904251
2021-06-05 20:00,Wind,0.44089612265857825
2021-06-05 22:00,Wind,0.6270490937181649
2021-06-06 00:00,Wind,0.6152101652634934
2021-06-06 02:00,Wind,0.7301532327104002
2021-06-06 04:00,Wind,0.916525515350787
2021-06-06 06:00,Wind,0.5552966064468006
2021-06-06 08:00,Wind,0.8729414738111022
2021-06-06 10:00,Wind,0.17072535698750668
2021-06-06 12:00,Wind,0.9068331357990179
2021-06-06 14:00,Wind,0.12282402820825844
2021-06-06 16:00,Wind,0.5580531725010102
2021-06-06 18:00,Wind,0.13057824697313092
2021-06-06 20:00,Wind,0.8567899555089185
2021-06-06 22:00,Wind,0.8120009396783102
2021-06-07 00:00,Wind,0.8164006300088
2021-06-07 02:00,Wind,0.4538368289238328
2021-06-07 04:00,Wind,0.23278228069147855
2021-06-07 06:00,Wind,0.09307402775298723
2021-06-07 08:00,Wind,0.32974981494641353
2021-06-07 10:00,Wind,0.13069054314234407
2021-06-07 12:00,Wind,0.4055737263278619
2021-06-07 14:00,Wind,0.9609496816807657
2021-06-07 16:00,Wind,0.3096897474712563
2021-06-07 18:00,Wind,0.27625606582902795
2021-06-07 20:00,Wind,0.7451841883087014
2021-06-07 22:00,Wind,0.6930098036686002
2021-06-08 00:00,Wind,0.6955211338812701
2021-06-08 02:00,Wind,0.1226342053831816
2021-06-08 04:00,Wind,0.6850555166024437
2021-06-08 06:00,Wind,0.04822286900541417
2021-06-08 08:00,Wind,0.17108863192656842
2021-06-08 10:00,Wind,0.16890388316750338
2021-06-08 12:00,Wind,0.5037246376132506
2021-06-08 14:00,Wind,0.8896141876151039
2021-06-08 16:00,Wind,0.33506264223464166
2021-06-08 18:00,Wind,0.22827187281825234
2021-06-08 20:00,Wind,0.7094741290551084
2021-06-08 22:00,Wind,0.32071396753799986
2021-06-09 00:00,Wind,0.3804349573533633
2021-06-09 02:00,Wind,0.6903604621971576
2021-06-09 04:00,Wind,0.6774011936509443
2021-06-09 06:00,Wind,0.09951006035790289
2021-06-09 08:00,Wind,0.9339999302966797
2021-06-09 10:00,Wind,0.49946491772841084
2021-06-09 12:00,Wind,0.2427613564404708
2021-06-09 14:00,Wind,0.41033019668574766
2021-06-09 16:00,Wind,0.3949640056335042
2021-06-09 18:00,Wind,0.5515483048394358
2021-06-09 20:00,Wind,0.0806778053034728
2021-06-09 22:00,Wind,0.4228458618363986
2021-06-10 00:00,Wind,0.7579256558081185
2021-06-10 02:00,Wind,0.5780352094953528
2021-06-10 04:00,Wind,0.6733794252389049
2021-06-10 06:00,Wind,0.07756500621878781
2021-06-10 08:00,Wind,0.30921330580492823
2021-06-10 10:00,Wind,0.44628682504364137
2021-06-10 12:00,Wind,0.14031600812215184
2021-06-10 14:00,Wind,0.42150761429995875
2021-06-10 16:00,Wind,0.8273145527947176
2021-06-10 18:00,Wind,0.3453628385607136
2021-06-10 20:00,Wind,0.3326290612346674
2021-06-10 22:00,Wind,0.5308321301079102
2021-06-11 00:00,Wind,0.46626394529375825
2021-06-11 02:00,Wind,0.9837965263591824
2021-06-11 04:00,Wind,0.5617840293656751
2021-06-11 06:00,Wind,0.8248320055307947
2021-06-11 08:00,Wind,0.5245648825064114
2021-06-11 10:00,Wind,0.23861129661038016
2021-06-11 12:00,Wind,0.375782443012155
2021-06-11 14:00,Wind,0.8456224762845787
2021-06-11 16:00,Wind,0.4653854084594885
2021-06-11 18:00,Wind,0.0612322833460357
2021-06-11 20:00,Wind,0.41460081300630214
2021-06-11 22:00,Wind,0.9852502598318882
2021-06-12 00:00,Wind,0.06179146013153547
2021-06-12 02:00,Wind,0.09928374133792683
2021-06-12 04:00,Wind,0.6375504911748661
2021-06-12 06:00,Wind,0.5067439054858681
2021-06-12 08:00,Wind,0.6637114033727898
2021-06-12 10:00,Wind,0.5563450421284182
2021-06-12 12:00,Wind,0.8187324370387845
2021-06-12 14:00,Wind,0.48193592691046927
2021-06-12 16:00,Wind,0.35877782105062883
2021-06-12 18:00,Wind,0.3479376793768123
2021-06-12 20:00,Wind,0.30005655915916185
2021-06-12 22:00,Wind,0.21826910622707874
2021-06-13 00:00,Wind,0.1392171381256545
2021-06-13 02:00,Wind,0.018658188579253054
2021-06-13 04:00,Wind,0.8178870285444128
2021-06-13 06:00,Wind,0.1125501528271583
2021-06-13 08:00,Wind,0.5896008839637868
