TIMEPOINT,date,zone_demand_mw
2021-06-00 00:00,Solar,0
2021-06-00 02:00,Solar,0
2021-06-00 04:00,Solar,0
2021-06-00 06:00,Solar,0.04424750343776601
2021-06-00 08:00,Solar,0.3666294052617906
2021-06-00 10:00,Solar,0.4426747798142508
2021-06-00 12:00,Solar,0.2051054274466717
2021-06-00 14:00,Solar,0.7163020969581879
2021-06-00 16:00,Solar,0.636417385964253
2021-06-00 18:00,Solar,0.13361739424157304
2021-06-00 20:00,Solar,0
2021-06-00 22:00,Solar,0
2021-06-01 00:00,Solar,0
2021-06-01 02:00,Solar,0
2021-06-01 04:00,Solar,0
2021-06-01 06:00,Solar,0.39323324430830103
2021-06-01 08:00,Solar,0.3360092548766865
2021-06-01 10:00,Solar,0.38144405744606075
2021-06-01 12:00,Solar,0.09591365000290852
2021-06-01 14:00,Solar,0.049901345450285434
2021-06-01 16:00,Solar,0.30979685529848516
2021-06-01 18:00,Solar,0.28388087488313085
2021-06-01 20:00,Solar,0
2021-06-01 22:00,Solar,0
2021-06-02 00:00,Solar,0
2021-06-02 02:00,Solar,0
2021-06-02 04:00,Solar,0
2021-06-02 06:00,Solar,0.29022487426974397
2021-06-02 08:00,Solar,0.55833165860258
2021-06-02 10:00,Solar,0.36028140253094126
2021-06-02 12:00,Solar,0.45644540139807666
2021-06-02 14:00,Solar,0.8419943784871172
2021-06-02 16:00,Solar,0.4541764339493023
2021-06-02 18:00,Solar,0.41978665199962956
2021-06-02 20:00,Solar,0
2021-06-02 22:00,Solar,0
2021-06-03 00:00,Solar,0
2021-06-03 02:00,Solar,0
2021-06-03 04:00,Solar,0
2021-06-03 06:00,Solar,0.4378534044983141
2021-06-03 08:00,Solar,0.593662044629672
2021-06-03 10:00,Solar,0.17011107322872615
2021-06-03 12:00,Solar,0.972037945512488
2021-06-03 14:00,Solar,0.43156829065045466
2021-06-03 16:00,Solar,0.661571711687031
2021-06-03 18:00,Solar,0.18806563739845394
2021-06-03 20:00,Solar,0
2021-06-03 22:00,Solar,0
2021-06-04 00:00,Solar,0
2021-06-04 02:00,Solar,0
2021-06-04 04:00,Solar,0
2021-06-04 06:00,Solar,0.35268532232407374
