TIMEPOINT,date,zone_demand_mw

2020-01-23 00:00,Wind,0.2093104398841784
2020-01-23 02:00,Wind,0.8701361829268861
2020-01-23 04:00,Wind,0.9365306590240572
2020-01-23 06:00,Wind,0.695066505630132
2020-01-23 08:00,Wind,0.5760851251054361
2020-01-23 10:00,Wind,0.3752756579800083
2020-01-23 12:00,Wind,0.8009840436215667
2020-01-23 14:00,Wind,0.9898347219561773
2020-01-23 16:00,Wind,0.8607926656011343
2020-01-23 18:00,Wind,0.04845485856072429
2020-01-23 20:00,Wind,0.336957928865373
2020-01-23 22:00,Wind,0.5768799171953821
2020-02-23 00:00,Wind,0.8409970759472306
2020-02-23 02:00,Wind,0.5207530395865904
2020-02-23 04:00,Wind,0.06328950007230238
2020-02-23 06:00,Wind,0.03417651789329401
2020-02-23 08:00,Wind,0.19455219680061486
2020-02-23 10:00,Wind,0.31070892920527204
2020-02-23 12:00,Wind,0.038323010260020496
2020-02-23 14:00,Wind,0.41347067772278856
2020-02-23 16:00,Wind,0.2192912349441557
2020-02-23 18:00,Wind,0.7056196661309775
2020-02-23 20:00,Wind,0.7919174905506776
2020-02-23 22:00,Wind,0.1869560848426658
2020-03-23 00:00,Wind,0.0974646504701776
2020-03-23 02:00,Wind,0.4180744989056099
2020-03-23 04:00,Wind,0.8109072922703671
2020-03-23 06:00,Wind,0.22215401650026279
2020-03-23 08:00,Wind,0.5776682197873428
2020-03-23 10:00,Wind,0.125755442189193
2020-03-23 12:00,Wind,0.33873963828576903
2020-03-23 14:00,Wind,0.5354888065381141
2020-03-23 16:00,Wind,0.47280911845447293
2020-03-23 18:00,Wind,0.1375223823403411
2020-03-23 20:00,Wind,0.1613470012557292
2020-03-23 22:00,Wind,0.17490971255973664
2020-04-23 00:00,Wind,0.6013777073466218
2020-04-23 02:00,Wind,0.8635053993163196
2020-04-23 04:00,Wind,0.8113062956216669
2020-04-23 06:00,Wind,0.997512383638387
2020-04-23 08:00,Wind,0.10975728337867696
2020-04-23 10:00,Wind,0.7499614221458083
2020-04-23 12:00,Wind,0.8430337814394471
2020-04-23 14:00,Wind,0.2109579566208447
2020-04-23 16:00,Wind,0.26080630008668704
2020-04-23 18:00,Wind,0.4188898399960186
2020-04-23 20:00,Wind,0.3977295478004945
2020-04-23 22:00,Wind,0.7941327477024368
